player,player_id,Career_MP,Career_WS,Career_VORP,All_Star_Selections,All_NBA_Selections,OutcomeClass
Pooh Richardson,richapo01,19399,26.8,10.4,0,0,Starter
Pop Goodwin,goodwpo01,0,0.30000000000000004,0,0,0,Rotational
Popeye Jones,jonespo01,12579,22,-2,0,0,Starter
Pops Mensah-Bonsu,mensapo01,912,0.7,-0.9,0,0,Rotational
Porter Meriwether,meriwpo01,268,0.2,0,0,0,Rotational
Precious Achiuwa,achiupr01,9765,18,-0.1,0,0,Rotational
Predrag Drobnjak,drobnpr01,5542,5.7,-1.3,0,0,Rotational
Predrag Savović,savovpr01,256,-0.2,-0.2,0,0,Rotational
Press Maravich,maravpr01,0,-0.7,0,0,0,Rotational
Price Brookfield,brookpr01,0,0.2,0,0,0,Rotational
Priest Lauderdale,laudepr01,525,-0.8,-0.8,0,0,Rotational
Primož Brezec,brezepr01,6762,11.1,-2.6,0,0,Rotational
